REGION	Region	LOCATION	Country	INCOME	Income	VAR	Variable	TIME	Year	Value	Flag Codes	Flags
ASI	Asia	IND	India	LWI	Lower middle income 	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	34		
ASI	Asia	IND	India	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	46.9		
ASI	Asia	IND	India	LWI	Lower middle income 	RPI__2	Restricted physical integrity	2019	2019	29.3		
ASI	Asia	IND	India	LWI	Lower middle income 	RAPFR__2	Restricted access to productive and financial resources	2019	2019	36.9		
ASI	Asia	IND	India	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	21.2		
ALL	All regions	IND	India	LWI	Lower middle income 	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	34		
ALL	All regions	IND	India	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	46.9		
ALL	All regions	IND	India	LWI	Lower middle income 	RPI__2	Restricted physical integrity	2019	2019	29.3		
ALL	All regions	IND	India	LWI	Lower middle income 	RAPFR__2	Restricted access to productive and financial resources	2019	2019	36.9		
ALL	All regions	IND	India	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	21.2		
ASI	Asia	IDN	Indonesia	LWI	Lower middle income 	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	41.6		
ASI	Asia	IDN	Indonesia	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	63.1		
ASI	Asia	IDN	Indonesia	LWI	Lower middle income 	RPI__2	Restricted physical integrity	2019	2019	21.9		
ASI	Asia	IDN	Indonesia	LWI	Lower middle income 	RAPFR__2	Restricted access to productive and financial resources	2019	2019	36.5		
ASI	Asia	IDN	Indonesia	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	40.4		
ALL	All regions	IDN	Indonesia	LWI	Lower middle income 	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	41.6		
ALL	All regions	IDN	Indonesia	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	63.1		
ALL	All regions	IDN	Indonesia	LWI	Lower middle income 	RPI__2	Restricted physical integrity	2019	2019	21.9		
ALL	All regions	IDN	Indonesia	LWI	Lower middle income 	RAPFR__2	Restricted access to productive and financial resources	2019	2019	36.5		
ALL	All regions	IDN	Indonesia	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	40.4		
AFR	Africa	KEN	Kenya	LWI	Lower middle income 	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	35.5		
AFR	Africa	KEN	Kenya	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	50.5		
AFR	Africa	KEN	Kenya	LWI	Lower middle income 	RPI__2	Restricted physical integrity	2019	2019	28.9		
AFR	Africa	KEN	Kenya	LWI	Lower middle income 	RAPFR__2	Restricted access to productive and financial resources	2019	2019	42.2		
AFR	Africa	KEN	Kenya	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	17.2		
ALL	All regions	KEN	Kenya	LWI	Lower middle income 	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	35.5		
ALL	All regions	KEN	Kenya	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	50.5		
ALL	All regions	KEN	Kenya	LWI	Lower middle income 	RPI__2	Restricted physical integrity	2019	2019	28.9		
ALL	All regions	KEN	Kenya	LWI	Lower middle income 	RAPFR__2	Restricted access to productive and financial resources	2019	2019	42.2		
ALL	All regions	KEN	Kenya	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	17.2		
ASI	Asia	KGZ	Kyrgyzstan	LWI	Lower middle income 	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	23.2		
ASI	Asia	KGZ	Kyrgyzstan	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	28.7		
ASI	Asia	KGZ	Kyrgyzstan	LWI	Lower middle income 	RPI__2	Restricted physical integrity	2019	2019	16.6		
ASI	Asia	KGZ	Kyrgyzstan	LWI	Lower middle income 	RAPFR__2	Restricted access to productive and financial resources	2019	2019	28.8		
ASI	Asia	KGZ	Kyrgyzstan	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	18		
ALL	All regions	KGZ	Kyrgyzstan	LWI	Lower middle income 	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	23.2		
ALL	All regions	KGZ	Kyrgyzstan	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	28.7		
ALL	All regions	KGZ	Kyrgyzstan	LWI	Lower middle income 	RPI__2	Restricted physical integrity	2019	2019	16.6		
ALL	All regions	KGZ	Kyrgyzstan	LWI	Lower middle income 	RAPFR__2	Restricted access to productive and financial resources	2019	2019	28.8		
ALL	All regions	KGZ	Kyrgyzstan	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	18		
ASI	Asia	LAO	Lao People's Democratic Republic	LWI	Lower middle income 	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	26.2		
ASI	Asia	LAO	Lao People's Democratic Republic	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	31.3		
ASI	Asia	LAO	Lao People's Democratic Republic	LWI	Lower middle income 	RPI__2	Restricted physical integrity	2019	2019	23.9		
ASI	Asia	LAO	Lao People's Democratic Republic	LWI	Lower middle income 	RAPFR__2	Restricted access to productive and financial resources	2019	2019	20.2		
ASI	Asia	LAO	Lao People's Democratic Republic	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	29		
ALL	All regions	LAO	Lao People's Democratic Republic	LWI	Lower middle income 	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	26.2		
ALL	All regions	LAO	Lao People's Democratic Republic	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	31.3		
ALL	All regions	LAO	Lao People's Democratic Republic	LWI	Lower middle income 	RPI__2	Restricted physical integrity	2019	2019	23.9		
ALL	All regions	LAO	Lao People's Democratic Republic	LWI	Lower middle income 	RAPFR__2	Restricted access to productive and financial resources	2019	2019	20.2		
ALL	All regions	LAO	Lao People's Democratic Republic	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	29		
AFR	Africa	LSO	Lesotho	LWI	Lower middle income 	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	38.1		
AFR	Africa	LSO	Lesotho	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	46.5		
AFR	Africa	LSO	Lesotho	LWI	Lower middle income 	RPI__2	Restricted physical integrity	2019	2019	26.9		
AFR	Africa	LSO	Lesotho	LWI	Lower middle income 	RAPFR__2	Restricted access to productive and financial resources	2019	2019	40.5		
AFR	Africa	LSO	Lesotho	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	37.6		
ALL	All regions	LSO	Lesotho	LWI	Lower middle income 	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	38.1		
ALL	All regions	LSO	Lesotho	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	46.5		
ALL	All regions	LSO	Lesotho	LWI	Lower middle income 	RPI__2	Restricted physical integrity	2019	2019	26.9		
ALL	All regions	LSO	Lesotho	LWI	Lower middle income 	RAPFR__2	Restricted access to productive and financial resources	2019	2019	40.5		
ALL	All regions	LSO	Lesotho	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	37.6		
AFR	Africa	MRT	Mauritania	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	88.1		
AFR	Africa	MRT	Mauritania	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	52.2		
ALL	All regions	MRT	Mauritania	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	88.1		
ALL	All regions	MRT	Mauritania	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	52.2		
EUR	Europe	MDA	Moldova	LWI	Lower middle income 	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	21.4		
EUR	Europe	MDA	Moldova	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	23		
EUR	Europe	MDA	Moldova	LWI	Lower middle income 	RPI__2	Restricted physical integrity	2019	2019	12.7		
EUR	Europe	MDA	Moldova	LWI	Lower middle income 	RAPFR__2	Restricted access to productive and financial resources	2019	2019	36.7		
EUR	Europe	MDA	Moldova	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	11		
ALL	All regions	MDA	Moldova	LWI	Lower middle income 	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	21.4		
ALL	All regions	MDA	Moldova	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	23		
ALL	All regions	MDA	Moldova	LWI	Lower middle income 	RPI__2	Restricted physical integrity	2019	2019	12.7		
ALL	All regions	MDA	Moldova	LWI	Lower middle income 	RAPFR__2	Restricted access to productive and financial resources	2019	2019	36.7		
ALL	All regions	MDA	Moldova	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	11		
ASI	Asia	MNG	Mongolia	LWI	Lower middle income 	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	20		
ASI	Asia	MNG	Mongolia	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	27.8		
ASI	Asia	MNG	Mongolia	LWI	Lower middle income 	RPI__2	Restricted physical integrity	2019	2019	8.1		
ASI	Asia	MNG	Mongolia	LWI	Lower middle income 	RAPFR__2	Restricted access to productive and financial resources	2019	2019	20.1		
ASI	Asia	MNG	Mongolia	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	22.9		
ALL	All regions	MNG	Mongolia	LWI	Lower middle income 	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	20		
ALL	All regions	MNG	Mongolia	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	27.8		
ALL	All regions	MNG	Mongolia	LWI	Lower middle income 	RPI__2	Restricted physical integrity	2019	2019	8.1		
ALL	All regions	MNG	Mongolia	LWI	Lower middle income 	RAPFR__2	Restricted access to productive and financial resources	2019	2019	20.1		
ALL	All regions	MNG	Mongolia	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	22.9		
AFR	Africa	MAR	Morocco	LWI	Lower middle income 	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	50.8		
AFR	Africa	MAR	Morocco	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	73.4		
AFR	Africa	MAR	Morocco	LWI	Lower middle income 	RPI__2	Restricted physical integrity	2019	2019	25.7		
AFR	Africa	MAR	Morocco	LWI	Lower middle income 	RAPFR__2	Restricted access to productive and financial resources	2019	2019	37.8		
AFR	Africa	MAR	Morocco	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	59.3		
ALL	All regions	MAR	Morocco	LWI	Lower middle income 	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	50.8		
ALL	All regions	MAR	Morocco	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	73.4		
ALL	All regions	MAR	Morocco	LWI	Lower middle income 	RPI__2	Restricted physical integrity	2019	2019	25.7		
ALL	All regions	MAR	Morocco	LWI	Lower middle income 	RAPFR__2	Restricted access to productive and financial resources	2019	2019	37.8		
ALL	All regions	MAR	Morocco	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	59.3		
ASI	Asia	MMR	Myanmar	LWI	Lower middle income 	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	42.4		
ASI	Asia	MMR	Myanmar	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	47.7		
ASI	Asia	MMR	Myanmar	LWI	Lower middle income 	RPI__2	Restricted physical integrity	2019	2019	29.5		
ASI	Asia	MMR	Myanmar	LWI	Lower middle income 	RAPFR__2	Restricted access to productive and financial resources	2019	2019	35.5		
ASI	Asia	MMR	Myanmar	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	54.9		
ALL	All regions	MMR	Myanmar	LWI	Lower middle income 	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	42.4		
ALL	All regions	MMR	Myanmar	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	47.7		
ALL	All regions	MMR	Myanmar	LWI	Lower middle income 	RPI__2	Restricted physical integrity	2019	2019	29.5		
ALL	All regions	MMR	Myanmar	LWI	Lower middle income 	RAPFR__2	Restricted access to productive and financial resources	2019	2019	35.5		
ALL	All regions	MMR	Myanmar	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	54.9		
AME	Americas	NIC	Nicaragua	LWI	Lower middle income 	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	18.6		
AME	Americas	NIC	Nicaragua	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	25.3		
AME	Americas	NIC	Nicaragua	LWI	Lower middle income 	RPI__2	Restricted physical integrity	2019	2019	25.6		
AME	Americas	NIC	Nicaragua	LWI	Lower middle income 	RAPFR__2	Restricted access to productive and financial resources	2019	2019	16		
AME	Americas	NIC	Nicaragua	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	6.2		
ALL	All regions	NIC	Nicaragua	LWI	Lower middle income 	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	18.6		
ALL	All regions	NIC	Nicaragua	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	25.3		
ALL	All regions	NIC	Nicaragua	LWI	Lower middle income 	RPI__2	Restricted physical integrity	2019	2019	25.6		
ALL	All regions	NIC	Nicaragua	LWI	Lower middle income 	RAPFR__2	Restricted access to productive and financial resources	2019	2019	16		
ALL	All regions	NIC	Nicaragua	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	6.2		
AFR	Africa	NGA	Nigeria	LWI	Lower middle income 	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	46		
AFR	Africa	NGA	Nigeria	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	54.8		
AFR	Africa	NGA	Nigeria	LWI	Lower middle income 	RPI__2	Restricted physical integrity	2019	2019	32		
AFR	Africa	NGA	Nigeria	LWI	Lower middle income 	RAPFR__2	Restricted access to productive and financial resources	2019	2019	41.4		
AFR	Africa	NGA	Nigeria	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	53.9		
ALL	All regions	NGA	Nigeria	LWI	Lower middle income 	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	46		
ALL	All regions	NGA	Nigeria	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	54.8		
ALL	All regions	NGA	Nigeria	LWI	Lower middle income 	RPI__2	Restricted physical integrity	2019	2019	32		
ALL	All regions	NGA	Nigeria	LWI	Lower middle income 	RAPFR__2	Restricted access to productive and financial resources	2019	2019	41.4		
ALL	All regions	NGA	Nigeria	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	53.9		
ASI	Asia	PSE	Palestinian Authority or West Bank and Gaza Strip	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	89.2		
ASI	Asia	PSE	Palestinian Authority or West Bank and Gaza Strip	LWI	Lower middle income 	RAPFR__2	Restricted access to productive and financial resources	2019	2019	64.9		
ASI	Asia	PSE	Palestinian Authority or West Bank and Gaza Strip	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	59.4		
ALL	All regions	PSE	Palestinian Authority or West Bank and Gaza Strip	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	89.2		
ALL	All regions	PSE	Palestinian Authority or West Bank and Gaza Strip	LWI	Lower middle income 	RAPFR__2	Restricted access to productive and financial resources	2019	2019	64.9		
ALL	All regions	PSE	Palestinian Authority or West Bank and Gaza Strip	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	59.4		
ASI	Asia	PAK	Pakistan	LWI	Lower middle income 	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	58.7		
ASI	Asia	PAK	Pakistan	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	79.8		
ASI	Asia	PAK	Pakistan	LWI	Lower middle income 	RPI__2	Restricted physical integrity	2019	2019	37.1		
ASI	Asia	PAK	Pakistan	LWI	Lower middle income 	RAPFR__2	Restricted access to productive and financial resources	2019	2019	60.1		
ASI	Asia	PAK	Pakistan	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	53.1		
ALL	All regions	PAK	Pakistan	LWI	Lower middle income 	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	58.7		
ALL	All regions	PAK	Pakistan	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	79.8		
ALL	All regions	PAK	Pakistan	LWI	Lower middle income 	RPI__2	Restricted physical integrity	2019	2019	37.1		
ALL	All regions	PAK	Pakistan	LWI	Lower middle income 	RAPFR__2	Restricted access to productive and financial resources	2019	2019	60.1		
ALL	All regions	PAK	Pakistan	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	53.1		
ASI	Asia	PNG	Papua New Guinea	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	54.2		
ALL	All regions	PNG	Papua New Guinea	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	54.2		
ASI	Asia	PHL	Philippines	LWI	Lower middle income 	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	52.8		
ASI	Asia	PHL	Philippines	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	67.2		
ASI	Asia	PHL	Philippines	LWI	Lower middle income 	RPI__2	Restricted physical integrity	2019	2019	25.7		
ASI	Asia	PHL	Philippines	LWI	Lower middle income 	RAPFR__2	Restricted access to productive and financial resources	2019	2019	67.2		
ASI	Asia	PHL	Philippines	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	45.1		
ALL	All regions	PHL	Philippines	LWI	Lower middle income 	SIGI_2	Social Institutions and Gender Index 2019	2019	2019	52.8		
ALL	All regions	PHL	Philippines	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	67.2		
ALL	All regions	PHL	Philippines	LWI	Lower middle income 	RPI__2	Restricted physical integrity	2019	2019	25.7		
ALL	All regions	PHL	Philippines	LWI	Lower middle income 	RAPFR__2	Restricted access to productive and financial resources	2019	2019	67.2		
ALL	All regions	PHL	Philippines	LWI	Lower middle income 	RCL__2	Restricted civil liberties	2019	2019	45.1		
AFR	Africa	STP	Sao Tome and Principe	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	16.4		
AFR	Africa	STP	Sao Tome and Principe	LWI	Lower middle income 	RPI__2	Restricted physical integrity	2019	2019	13.8		
ALL	All regions	STP	Sao Tome and Principe	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	16.4		
ALL	All regions	STP	Sao Tome and Principe	LWI	Lower middle income 	RPI__2	Restricted physical integrity	2019	2019	13.8		
ASI	Asia	SLB	Solomon Islands	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	51		
ASI	Asia	SLB	Solomon Islands	LWI	Lower middle income 	RPI__2	Restricted physical integrity	2019	2019	37.3		
ALL	All regions	SLB	Solomon Islands	LWI	Lower middle income 	DF__2	Discrimination in the family	2019	2019	51		
