"REGION","Region","LOCATION","Country","INC","Income","VAR","Variable","TIME","Year","Value","Flag Codes","Flags"
"ALL","All regions","PAK","Pakistan","LWI","Lower middle income ","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","PAK","Pakistan","LWI","Lower middle income ","RPI_VAW_ATT","Attitudes","2019","2019",42.2,,
"ALL","All regions","PAK","Pakistan","LWI","Lower middle income ","RPI_VAW_PRACT","Practice","2019","2019",85,,
"ASI","Asia","PNG","Papua New Guinea","LWI","Lower middle income ","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","PNG","Papua New Guinea","LWI","Lower middle income ","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","PHL","Philippines","LWI","Lower middle income ","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","PHL","Philippines","LWI","Lower middle income ","RPI_VAW_ATT","Attitudes","2019","2019",12.9,,
"ASI","Asia","PHL","Philippines","LWI","Lower middle income ","RPI_VAW_PRACT","Practice","2019","2019",16.9,,
"ALL","All regions","PHL","Philippines","LWI","Lower middle income ","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","PHL","Philippines","LWI","Lower middle income ","RPI_VAW_ATT","Attitudes","2019","2019",12.9,,
"ALL","All regions","PHL","Philippines","LWI","Lower middle income ","RPI_VAW_PRACT","Practice","2019","2019",16.9,,
"AFR","Africa","STP","Sao Tome and Principe","LWI","Lower middle income ","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AFR","Africa","STP","Sao Tome and Principe","LWI","Lower middle income ","RPI_VAW_ATT","Attitudes","2019","2019",19.1,,
"AFR","Africa","STP","Sao Tome and Principe","LWI","Lower middle income ","RPI_VAW_PRACT","Practice","2019","2019",27.9,,
"ALL","All regions","STP","Sao Tome and Principe","LWI","Lower middle income ","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","STP","Sao Tome and Principe","LWI","Lower middle income ","RPI_VAW_ATT","Attitudes","2019","2019",19.1,,
"ALL","All regions","STP","Sao Tome and Principe","LWI","Lower middle income ","RPI_VAW_PRACT","Practice","2019","2019",27.9,,
"ASI","Asia","SLB","Solomon Islands","LWI","Lower middle income ","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ASI","Asia","SLB","Solomon Islands","LWI","Lower middle income ","RPI_VAW_ATT","Attitudes","2019","2019",76.7,,
"ASI","Asia","SLB","Solomon Islands","LWI","Lower middle income ","RPI_VAW_PRACT","Practice","2019","2019",63.5,,
"ALL","All regions","SLB","Solomon Islands","LWI","Lower middle income ","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","SLB","Solomon Islands","LWI","Lower middle income ","RPI_VAW_ATT","Attitudes","2019","2019",76.7,,
"ALL","All regions","SLB","Solomon Islands","LWI","Lower middle income ","RPI_VAW_PRACT","Practice","2019","2019",63.5,,
"ASI","Asia","LKA","Sri Lanka","LWI","Lower middle income ","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ASI","Asia","LKA","Sri Lanka","LWI","Lower middle income ","RPI_VAW_ATT","Attitudes","2019","2019",53.2,,
"ASI","Asia","LKA","Sri Lanka","LWI","Lower middle income ","RPI_VAW_PRACT","Practice","2019","2019",16.6,,
"ALL","All regions","LKA","Sri Lanka","LWI","Lower middle income ","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","LKA","Sri Lanka","LWI","Lower middle income ","RPI_VAW_ATT","Attitudes","2019","2019",53.2,,
"ALL","All regions","LKA","Sri Lanka","LWI","Lower middle income ","RPI_VAW_PRACT","Practice","2019","2019",16.6,,
"AFR","Africa","SDN","Sudan","LWI","Lower middle income ","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","SDN","Sudan","LWI","Lower middle income ","RPI_VAW_ATT","Attitudes","2019","2019",34,,
"ALL","All regions","SDN","Sudan","LWI","Lower middle income ","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","SDN","Sudan","LWI","Lower middle income ","RPI_VAW_ATT","Attitudes","2019","2019",34,,
"AFR","Africa","SWZ","Eswatini","LWI","Lower middle income ","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","SWZ","Eswatini","LWI","Lower middle income ","RPI_VAW_ATT","Attitudes","2019","2019",19.9,,
"ALL","All regions","SWZ","Eswatini","LWI","Lower middle income ","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","SWZ","Eswatini","LWI","Lower middle income ","RPI_VAW_ATT","Attitudes","2019","2019",19.9,,
"ASI","Asia","TLS","Timor-Leste","LWI","Lower middle income ","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ASI","Asia","TLS","Timor-Leste","LWI","Lower middle income ","RPI_VAW_ATT","Attitudes","2019","2019",86.2,,
"ASI","Asia","TLS","Timor-Leste","LWI","Lower middle income ","RPI_VAW_PRACT","Practice","2019","2019",58.8,,
"ALL","All regions","TLS","Timor-Leste","LWI","Lower middle income ","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","TLS","Timor-Leste","LWI","Lower middle income ","RPI_VAW_ATT","Attitudes","2019","2019",86.2,,
"ALL","All regions","TLS","Timor-Leste","LWI","Lower middle income ","RPI_VAW_PRACT","Practice","2019","2019",58.8,,
"AFR","Africa","TUN","Tunisia","LWI","Lower middle income ","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AFR","Africa","TUN","Tunisia","LWI","Lower middle income ","RPI_VAW_ATT","Attitudes","2019","2019",18.6,,
"AFR","Africa","TUN","Tunisia","LWI","Lower middle income ","RPI_VAW_PRACT","Practice","2019","2019",20.3,,
"ALL","All regions","TUN","Tunisia","LWI","Lower middle income ","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","TUN","Tunisia","LWI","Lower middle income ","RPI_VAW_ATT","Attitudes","2019","2019",18.6,,
"ALL","All regions","TUN","Tunisia","LWI","Lower middle income ","RPI_VAW_PRACT","Practice","2019","2019",20.3,,
"EUR","Europe","UKR","Ukraine","LWI","Lower middle income ","RPI_VAW_LAW","Law","2019","2019",0.75,,
"EUR","Europe","UKR","Ukraine","LWI","Lower middle income ","RPI_VAW_ATT","Attitudes","2019","2019",2.9,,
"EUR","Europe","UKR","Ukraine","LWI","Lower middle income ","RPI_VAW_PRACT","Practice","2019","2019",13.2,,
"ALL","All regions","UKR","Ukraine","LWI","Lower middle income ","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","UKR","Ukraine","LWI","Lower middle income ","RPI_VAW_ATT","Attitudes","2019","2019",2.9,,
"ALL","All regions","UKR","Ukraine","LWI","Lower middle income ","RPI_VAW_PRACT","Practice","2019","2019",13.2,,
"ASI","Asia","UZB","Uzbekistan","LWI","Lower middle income ","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","UZB","Uzbekistan","LWI","Lower middle income ","RPI_VAW_ATT","Attitudes","2019","2019",41.5,,
"ALL","All regions","UZB","Uzbekistan","LWI","Lower middle income ","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","UZB","Uzbekistan","LWI","Lower middle income ","RPI_VAW_ATT","Attitudes","2019","2019",41.5,,
"ASI","Asia","VNM","Viet Nam","LWI","Lower middle income ","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","VNM","Viet Nam","LWI","Lower middle income ","RPI_VAW_ATT","Attitudes","2019","2019",28.2,,
"ASI","Asia","VNM","Viet Nam","LWI","Lower middle income ","RPI_VAW_PRACT","Practice","2019","2019",34.4,,
"ALL","All regions","VNM","Viet Nam","LWI","Lower middle income ","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","VNM","Viet Nam","LWI","Lower middle income ","RPI_VAW_ATT","Attitudes","2019","2019",28.2,,
"ALL","All regions","VNM","Viet Nam","LWI","Lower middle income ","RPI_VAW_PRACT","Practice","2019","2019",34.4,,
"AFR","Africa","ZMB","Zambia","LWI","Lower middle income ","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AFR","Africa","ZMB","Zambia","LWI","Lower middle income ","RPI_VAW_ATT","Attitudes","2019","2019",46.9,,
"AFR","Africa","ZMB","Zambia","LWI","Lower middle income ","RPI_VAW_PRACT","Practice","2019","2019",42.7,,
"ALL","All regions","ZMB","Zambia","LWI","Lower middle income ","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","ZMB","Zambia","LWI","Lower middle income ","RPI_VAW_ATT","Attitudes","2019","2019",46.9,,
"ALL","All regions","ZMB","Zambia","LWI","Lower middle income ","RPI_VAW_PRACT","Practice","2019","2019",42.7,,
"EUR","Europe","XKO","Kosovo","LWI","Lower middle income ","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","XKO","Kosovo","LWI","Lower middle income ","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","AFG","Afghanistan","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ASI","Asia","AFG","Afghanistan","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",80.2,,
"ASI","Asia","AFG","Afghanistan","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",60.8,,
"ALL","All regions","AFG","Afghanistan","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","AFG","Afghanistan","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",80.2,,
"ALL","All regions","AFG","Afghanistan","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",60.8,,
"AFR","Africa","BEN","Benin","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AFR","Africa","BEN","Benin","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",36,,
"AFR","Africa","BEN","Benin","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",68.6,,
"ALL","All regions","BEN","Benin","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","BEN","Benin","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",36,,
"ALL","All regions","BEN","Benin","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",68.6,,
"AFR","Africa","BFA","Burkina Faso","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","BFA","Burkina Faso","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",43.5,,
"AFR","Africa","BFA","Burkina Faso","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",11.5,,
"ALL","All regions","BFA","Burkina Faso","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","BFA","Burkina Faso","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",43.5,,
"ALL","All regions","BFA","Burkina Faso","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",11.5,,
"AFR","Africa","BDI","Burundi","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AFR","Africa","BDI","Burundi","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",72.9,,
"AFR","Africa","BDI","Burundi","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",46.7,,
"ALL","All regions","BDI","Burundi","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","BDI","Burundi","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",72.9,,
"ALL","All regions","BDI","Burundi","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",46.7,,
"AFR","Africa","CAF","Central African Republic","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.25,,
"AFR","Africa","CAF","Central African Republic","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",79.6,,
"AFR","Africa","CAF","Central African Republic","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",29.8,,
"ALL","All regions","CAF","Central African Republic","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","CAF","Central African Republic","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",79.6,,
"ALL","All regions","CAF","Central African Republic","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",29.8,,
"AFR","Africa","TCD","Chad","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","TCD","Chad","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",73.5,,
"AFR","Africa","TCD","Chad","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",28.6,,
"ALL","All regions","TCD","Chad","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","TCD","Chad","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",73.5,,
"ALL","All regions","TCD","Chad","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",28.6,,
"AFR","Africa","COM","Comoros","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","COM","Comoros","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",39,,
"AFR","Africa","COM","Comoros","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",6.4,,
"ALL","All regions","COM","Comoros","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","COM","Comoros","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",39,,
"ALL","All regions","COM","Comoros","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",6.4,,
"AFR","Africa","COD","Democratic Republic of the Congo","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","COD","Democratic Republic of the Congo","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",74.8,,
"AFR","Africa","COD","Democratic Republic of the Congo","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",50.7,,
"ALL","All regions","COD","Democratic Republic of the Congo","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","COD","Democratic Republic of the Congo","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",74.8,,
"ALL","All regions","COD","Democratic Republic of the Congo","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",50.7,,
"AFR","Africa","ERI","Eritrea","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","ERI","Eritrea","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",51.4,,
"ALL","All regions","ERI","Eritrea","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","ERI","Eritrea","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",51.4,,
"AFR","Africa","ETH","Ethiopia","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AFR","Africa","ETH","Ethiopia","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",63,,
"AFR","Africa","ETH","Ethiopia","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",28,,
"ALL","All regions","ETH","Ethiopia","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","ETH","Ethiopia","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",63,,
"ALL","All regions","ETH","Ethiopia","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",28,,
"AFR","Africa","GMB","Gambia","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AFR","Africa","GMB","Gambia","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",58.4,,
"AFR","Africa","GMB","Gambia","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",20.1,,
"ALL","All regions","GMB","Gambia","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","GMB","Gambia","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",58.4,,
"ALL","All regions","GMB","Gambia","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",20.1,,
"AFR","Africa","GIN","Guinea","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","GIN","Guinea","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",92.1,,
"AFR","Africa","GIN","Guinea","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",80,,
"ALL","All regions","GIN","Guinea","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","GIN","Guinea","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",92.1,,
"ALL","All regions","GIN","Guinea","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",80,,
"AFR","Africa","GNB","Guinea-Bissau","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","GNB","Guinea-Bissau","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",41.8,,
"ALL","All regions","GNB","Guinea-Bissau","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","GNB","Guinea-Bissau","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",41.8,,
"AME","Americas","HTI","Haiti","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AME","Americas","HTI","Haiti","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",58.9,,
"AME","Americas","HTI","Haiti","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",20.8,,
"ALL","All regions","HTI","Haiti","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","HTI","Haiti","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",58.9,,
"ALL","All regions","HTI","Haiti","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",20.8,,
"AFR","Africa","LBR","Liberia","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","LBR","Liberia","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",42.5,,
"AFR","Africa","LBR","Liberia","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",38.5,,
"ALL","All regions","LBR","Liberia","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","LBR","Liberia","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",42.5,,
"ALL","All regions","LBR","Liberia","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",38.5,,
"AFR","Africa","MDG","Madagascar","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AFR","Africa","MDG","Madagascar","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",45.2,,
"AFR","Africa","MDG","Madagascar","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",30,,
"ALL","All regions","MDG","Madagascar","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","MDG","Madagascar","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",45.2,,
"ALL","All regions","MDG","Madagascar","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",30,,
"AFR","Africa","MWI","Malawi","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.5,,
"AFR","Africa","MWI","Malawi","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",16.3,,
"AFR","Africa","MWI","Malawi","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",37.5,,
"ALL","All regions","MWI","Malawi","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.5,,
"ALL","All regions","MWI","Malawi","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",16.3,,
"ALL","All regions","MWI","Malawi","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",37.5,,
"AFR","Africa","MLI","Mali","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","MLI","Mali","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",72.6,,
"AFR","Africa","MLI","Mali","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",34.6,,
"ALL","All regions","MLI","Mali","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","MLI","Mali","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",72.6,,
"ALL","All regions","MLI","Mali","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",34.6,,
"AFR","Africa","MOZ","Mozambique","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"AFR","Africa","MOZ","Mozambique","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",22.9,,
"AFR","Africa","MOZ","Mozambique","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",21.7,,
"ALL","All regions","MOZ","Mozambique","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.75,,
"ALL","All regions","MOZ","Mozambique","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",22.9,,
"ALL","All regions","MOZ","Mozambique","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",21.7,,
"ASI","Asia","NPL","Nepal","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ASI","Asia","NPL","Nepal","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",42.9,,
"ASI","Asia","NPL","Nepal","LOI","Low income","RPI_VAW_PRACT","Practice","2019","2019",25,,
"ALL","All regions","NPL","Nepal","LOI","Low income","RPI_VAW_LAW","Law","2019","2019",0.25,,
"ALL","All regions","NPL","Nepal","LOI","Low income","RPI_VAW_ATT","Attitudes","2019","2019",42.9,,
